--- y2[i][j][t] nonzero ---
y2[1][1][41] = 0.06794253
y2[1][1][42] = 0.03092131
y2[1][1][46] = 0.03092131
y2[2][1][23] = 0.10000000
y2[2][1][24] = 0.00468957
y2[2][1][25] = 0.00468957
y2[2][1][36] = 0.06794253
y2[2][1][37] = 0.06794253
y2[2][1][38] = 0.06794253
y2[2][1][39] = 0.06794253
y2[2][1][40] = 0.06794253
y2[2][1][43] = 0.03092131
y2[2][1][44] = 0.03092131
y2[2][1][45] = 0.03092131
y2[2][1][47] = 0.03092131
y2[2][2][23] = 0.10000000
y2[4][1][22] = 0.10000000
y2[4][2][22] = 0.10000000
y2[4][3][22] = 0.08771277
y2[5][1][21] = 0.10000000
y2[5][1][29] = 0.10000000
y2[5][2][21] = 0.10000000
y2[5][2][29] = 0.10000000
y2[5][3][21] = 0.10000000
y2[5][3][29] = 0.10000000
y2[7][1][13] = 0.10000000
y2[7][1][14] = 0.10000000
y2[7][1][15] = 0.10000000
y2[7][1][16] = 0.10000000
y2[7][1][20] = 0.10000000
y2[7][1][28] = 0.10000000
y2[7][2][13] = 0.10000000
y2[7][2][14] = 0.10000000
y2[7][2][15] = 0.10000000
y2[7][2][16] = 0.10000000
y2[7][2][20] = 0.10000000
y2[7][2][28] = 0.10000000
y2[7][3][13] = 0.10000000
y2[7][3][14] = 0.10000000
y2[7][3][15] = 0.10000000
y2[7][3][16] = 0.10000000
y2[7][3][20] = 0.06792935
y2[7][3][28] = 0.10000000
y2[8][1][12] = 0.10000000
y2[8][1][17] = 0.10000000
y2[8][2][12] = 0.10000000
y2[8][2][17] = 0.10000000
y2[8][3][12] = 0.10000000
y2[8][3][17] = 0.10000000
y2[9][1][18] = 0.10000000
y2[9][1][19] = 0.10000000
y2[9][2][18] = 0.05490290
y2[9][2][19] = 0.10000000
y2[9][3][19] = 0.10000000
y2[10][1][11] = 0.10000000
y2[10][1][26] = 0.00468957
y2[10][1][27] = 0.10000000
y2[10][2][11] = 0.10000000
y2[10][2][27] = 0.10000000
y2[10][3][11] = 0.05721250
y2[10][3][27] = 0.10000000
