t,A,B,C,D
TOTAL,-4685.787683344204,-86123.62655444932,0.0,0.0
0,0.0,-0.0,-0.0,0.0
1,0.0,-0.0,-0.0,0.0
2,5363.157894736842,-0.0,-0.0,0.0
3,0.0,-0.0,-0.0,0.0
4,0.0,-0.0,-0.0,0.0
5,0.0,-0.0,-0.0,0.0
6,0.0,-0.0,-0.0,0.0
7,-3305.8575,-0.0,-0.0,0.0
8,-2203.905,-0.0,-0.0,0.0
9,0.0,-0.0,-0.0,0.0
10,0.0,-0.0,-0.0,0.0
11,0.0,-0.0,-0.0,0.0
12,0.0,-0.0,-0.0,0.0
13,0.0,-0.0,-0.0,0.0
14,0.0,-0.0,-0.0,0.0
15,0.0,-0.0,-0.0,0.0
16,0.0,-0.0,-0.0,0.0
17,0.0,-0.0,-0.0,0.0
18,0.009590014913296585,-8036.4015,-0.0,0.0
19,0.0,-8036.4015,-0.0,0.0
20,0.0,-8036.4015,-0.0,0.0
21,0.0,-8036.4015,-0.0,0.0
22,0.0,-8036.4015,-0.0,0.0
23,0.0,-8036.4015,-0.0,0.0
24,0.0,-3959.4117678283806,-0.0,0.0
25,0.0,-3959.4117678283806,-0.0,0.0
26,0.0,-3959.4117678283806,-0.0,0.0
27,0.0,-3959.4117678283806,-0.0,0.0
28,0.0,-3959.4117678283806,-0.0,0.0
29,0.0,-3959.4117678283806,-0.0,0.0
30,0.0,-1404.9516539516273,-0.0,0.0
31,0.08928010020345503,-1404.9516539516273,-0.0,0.0
32,0.10583950887285887,-1404.9516539516273,-0.0,0.0
33,8.837441273314276,-1404.9516539516273,-0.0,0.0
34,74.08765621100066,-1493.8984165738707,-0.0,0.0
35,411.3425218487503,-1520.4933713493338,-0.0,0.0
36,0.0,-635.5272094838181,-0.0,0.0
37,-3097.380602173879,-648.6732525449468,-0.0,0.0
38,-3114.306179234937,-649.0786371327349,-0.0,0.0
39,-2397.467149079895,-644.1561099953078,-0.0,0.0
40,-737.3663149220736,-644.1561099953078,-0.0,0.0
41,0.0,-644.1561099953078,-0.0,0.0
42,0.0,-275.9510801157637,-0.0,0.0
43,0.0,-275.4766656513813,-0.0,0.0
44,0.0,-275.450309292249,-0.0,0.0
45,0.0,-273.9479968217047,-0.0,0.0
46,0.0,-274.9495384687342,-0.0,0.0
47,4312.864838372684,-273.0255242520723,-0.0,0.0
