sheet,date,cluster_id,distance_to_centroid,num_points,mean_d
all_2-1,2024-05-29,4,0.19800994042708187,8,0.3705128205128205
all_2-1,2024-05-30,4,0.19800994042708187,8,0.3705128205128205
all_2-1,2024-05-31,4,0.19800994042708187,8,0.3705128205128205
all_2-1,2024-06-01,6,0.045854906901242005,8,0.31724358974358974
all_2-1,2024-06-02,6,0.11767990575040688,8,0.29096153846153844
all_2-1,2024-06-03,5,0.05545186279833951,8,0.20205128205128203
all_2-1,2024-06-04,5,0.05763232541682307,8,0.1987179487179487
all_2-1,2024-06-05,5,0.09620757624777115,8,0.18724358974358976
all_2-1,2024-06-06,5,0.07743320011234237,8,0.23762820512820515
all_2-1,2024-06-07,5,0.08626145768443087,8,0.2423717948717949
all_2-1,2024-06-08,6,0.17386200650100073,8,0.310448717948718
all_2-1,2024-06-09,6,0.1662589228471015,8,0.3125
all_2-1,2024-06-10,6,0.1562579436036949,8,0.27589743589743587
all_2-1,2024-06-11,6,0.05963059579982115,8,0.3087179487179487
all_2-1,2024-06-12,6,0.11815388827212202,8,0.2844871794871795
all_2-1,2024-06-13,6,0.11815388827212202,8,0.2844871794871795
all_2-1,2024-06-14,6,0.18286160456097802,8,0.3173076923076923
all_2-1,2024-06-15,5,0.15729154727349023,8,0.2475
all_2-1,2024-06-16,5,0.15729154727349023,8,0.2475
all_2-1,2024-06-17,6,0.16750175515363583,8,0.27878205128205125
all_2-1,2024-06-18,6,0.17947305560204413,8,0.2764102564102564
all_2-1,2024-06-19,6,0.17947305560204413,8,0.2764102564102564
all_2-1,2024-06-20,4,0.1787230463691401,8,0.36442307692307696
all_2-1,2024-06-21,6,0.0861061306584866,8,0.316474358974359
all_2-1,2024-06-22,6,0.11642908922131505,8,0.2837179487179487
all_2-1,2024-06-23,6,0.1216582437703464,8,0.2826923076923077
all_2-1,2024-06-24,4,0.07639040231771776,8,0.3294871794871795
all_2-1,2024-06-25,4,0.07639040231771776,8,0.3294871794871795
all_2-1,2024-06-26,4,0.07639040231771776,8,0.3294871794871795
all_2-1,2024-06-27,4,0.07639040231771776,8,0.3294871794871795
all_2-1,2024-06-28,4,0.08034822540086418,8,0.3264102564102564
all_2-1,2024-06-29,6,0.1103658572982569,8,0.31467948717948724
all_2-1,2024-06-30,6,0.1103658572982569,8,0.31467948717948724
all_2-1,2024-07-01,6,0.09615732381252978,8,0.3128205128205128
all_2-1,2024-07-02,6,0.09615732381252978,8,0.3128205128205128
all_2-1,2024-07-03,6,0.09615732381252978,8,0.3128205128205128
all_2-1,2024-07-04,6,0.09615732381252978,8,0.3128205128205128
all_2-1,2024-07-05,6,0.09615732381252978,8,0.3128205128205128
all_2-1,2024-07-06,7,0.32164436775592,8,0.43141025641025643
all_2-1,2024-07-07,7,0.31995848335408555,8,0.43282051282051287
all_2-1,2024-07-08,6,0.11845924733164917,8,0.34153846153846157
all_2-1,2024-07-09,6,0.11845924733164917,8,0.34153846153846157
all_2-1,2024-07-10,6,0.11845924733164917,8,0.34153846153846157
all_2-1,2024-07-11,6,0.19810176331511478,8,0.3712179487179488
all_2-1,2024-07-12,6,0.19810176331511478,8,0.3712179487179488
all_2-1,2024-07-13,6,0.10068144851386157,8,0.33352564102564103
all_2-1,2024-07-14,6,0.09543775055540073,8,0.32576923076923076
all_2-1,2024-07-15,6,0.09543775055540073,8,0.32576923076923076
all_2-1,2024-07-16,5,0.14703916854851617,8,0.24948717948717947
all_2-1,2024-07-17,6,0.18917357056856027,8,0.26717948717948714
all_2-1,2024-07-18,5,0.19651035215294935,8,0.26269230769230767
all_2-1,2024-07-19,6,0.18917357056856027,8,0.26717948717948714
all_2-1,2024-07-20,6,0.24318822134651846,8,0.4010897435897436
all_2-1,2024-07-21,6,0.24318822134651846,8,0.4010897435897436
all_2-1,2024-07-22,5,0.1477581078509574,8,0.2013461538461538
all_2-1,2024-07-23,5,0.1477581078509574,8,0.2013461538461538
all_2-1,2024-07-24,5,0.1545868612542069,8,0.1998076923076923
all_2-1,2024-07-25,5,0.1545868612542069,8,0.1998076923076923
all_2-1,2024-07-26,5,0.1545868612542069,8,0.1998076923076923
all_2-1,2024-07-27,6,0.1230341121494813,8,0.3406410256410256
all_2-1,2024-07-28,6,0.11899986331207926,8,0.33935897435897433
all_2-1,2024-07-29,6,0.1623171014508276,8,0.32243589743589746
all_2-1,2024-07-30,6,0.1581832359299246,8,0.3194230769230769
all_2-1,2024-07-31,6,0.1581832359299246,8,0.3194230769230769
all_2-1,2024-08-01,6,0.13151098755852955,8,0.3063461538461538
all_2-1,2024-08-02,6,0.13151098755852955,8,0.3063461538461538
all_2-1,2024-08-03,6,0.1829344912258112,8,0.2971153846153846
all_2-1,2024-08-04,6,0.1820051414386984,8,0.2993589743589744
all_2-1,2024-08-05,5,0.1562805741691292,8,0.26166666666666666
all_2-1,2024-08-06,5,0.15074798745506457,8,0.26
all_2-1,2024-08-07,5,0.15074798745506457,8,0.26
all_2-1,2024-08-08,5,0.15074798745506457,8,0.26
all_2-1,2024-08-09,5,0.15074798745506457,8,0.26
all_2-1,2024-08-10,3,0.15204657946193467,8,0.22839743589743589
all_2-1,2024-08-11,3,0.11898052998305168,8,0.26564102564102565
all_2-1,2024-08-12,3,0.10606095380229899,8,0.2635897435897436
all_2-1,2024-08-13,6,0.08574516087456335,8,0.304551282051282
all_2-1,2024-08-14,6,0.08300088885258819,8,0.30532051282051287
all_2-1,2024-08-15,6,0.06870251633265465,8,0.3106410256410257
