t,A,B,C,D
TOTAL,-1448.6327491842485,0.0,-97412.80184811546,0.0
0,0.0,-0.0,-619.8402693543607,0.0
1,0.0,-0.0,-621.9700955302297,0.0
2,0.0,-0.0,-618.6232258252926,0.0
3,0.0,-0.0,-616.9193648845973,0.0
4,0.0,-0.0,-616.9802170610507,0.0
5,0.0,-0.0,-619.8402693543607,0.0
6,0.0,-0.0,-0.0,0.0
7,4731.8157894736805,-0.0,-0.0,0.0
8,-0.0,-0.0,-0.0,0.0
9,0.0,-0.0,-0.0,0.0
10,0.0,-0.0,-0.0,0.0
11,0.0,-0.0,-0.0,0.0
12,-3249.0,-0.0,-0.0,0.0
13,-2478.4454999999966,-0.0,-0.0,0.0
14,0.0,-0.0,-0.0,0.0
15,0.0,-0.0,-0.0,0.0
16,0.0,-0.0,-0.0,0.0
17,0.0,-0.0,-0.0,0.0
18,0.0,-0.0,-10848.411,0.0
19,0.0,-0.0,-10848.411,0.0
20,0.0,-0.0,-10837.0395,0.0
21,0.0,-0.0,-10827.834,0.0
22,0.0,-0.0,-10837.0395,0.0
23,0.0,-0.0,-10837.0395,0.0
24,5664.785515947821,-0.0,-4210.461178366761,0.0
25,188.17079135876904,-0.0,-4238.309121776503,0.0
26,220.14752714522652,-0.0,-4276.754070200572,0.0
27,224.04212958075658,-0.0,-4281.436467765042,0.0
28,237.36576949178084,-0.0,-4297.45519627507,0.0
29,1099.0032425739523,-0.0,-4321.113626074497,0.0
30,0.0,-0.0,-310.1173349989598,0.0
31,-3653.6989888459016,-0.0,-336.69882085601347,0.0
32,-581.5889888459488,-0.0,-336.69882085601347,0.0
33,-3737.4206460521,-0.0,-341.07298941476915,0.0
34,-2601.347985739311,-0.0,-336.69882085601347,0.0
35,-581.5889888458771,-0.0,-336.69882085601347,0.0
36,-570.5175862018347,-0.0,-139.96343140679068,0.0
37,0.0,-0.0,-139.96343140679068,0.0
38,0.0,-0.0,-139.96343140679068,0.0
39,0.0,-0.0,-132.7661871221964,0.0
40,55.3629939555193,-0.0,-119.64780569566642,0.0
41,78.3969876821414,-0.0,-117.86125569594444,0.0
42,0.0,-0.0,-45.41612911354916,0.0
43,23.070793227543785,-0.0,-43.5344378305837,0.0
44,23.0707932275441,-0.0,-43.5344378305837,0.0
45,21.061276899516685,-0.0,-41.11843914628236,0.0
46,20.964665537592296,-0.0,-41.00228536338326,0.0
47,3417.717659244876,-0.0,-34.56736579077297,0.0
