--- y2[i][j][t] nonzero ---
y2[2][1][18] = 0.10000000
y2[2][1][19] = 0.10000000
y2[2][1][20] = 0.10000000
y2[2][1][21] = 0.10000000
y2[2][1][22] = 0.10000000
y2[2][1][23] = 0.10000000
y2[2][1][38] = 0.08612544
y2[2][1][39] = 0.04569935
y2[2][1][40] = 0.04569935
y2[2][1][41] = 0.04569935
y2[2][1][42] = 0.02079822
y2[2][1][43] = 0.02079822
y2[2][1][44] = 0.02079822
y2[2][1][45] = 0.02079822
y2[2][1][46] = 0.02079822
y2[2][1][47] = 0.02079822
y2[2][2][18] = 0.00041388
y2[2][2][19] = 0.00041388
y2[2][2][20] = 0.00041388
y2[2][2][21] = 0.00041388
y2[2][2][22] = 0.00041388
y2[2][2][23] = 0.00041388
y2[3][1][5] = 0.10000000
y2[3][1][6] = 0.10000000
y2[3][1][7] = 0.10000000
y2[3][1][8] = 0.10000000
y2[3][1][15] = 0.09951250
y2[3][2][5] = 0.10000000
y2[3][3][5] = 0.10000000
y2[4][1][3] = 0.10000000
y2[4][1][4] = 0.10000000
y2[4][2][3] = 0.10000000
y2[4][2][4] = 0.10000000
y2[4][3][3] = 0.10000000
y2[4][3][4] = 0.10000000
y2[5][1][1] = 0.10000000
y2[5][1][2] = 0.10000000
y2[5][1][37] = 0.10000000
y2[5][2][1] = 0.10000000
y2[5][2][2] = 0.10000000
y2[5][2][37] = 0.10000000
y2[5][3][1] = 0.10000000
y2[5][3][2] = 0.10000000
y2[5][3][37] = 0.10000000
y2[6][1][0] = 0.10000000
y2[6][1][14] = 0.10000000
y2[6][2][0] = 0.10000000
y2[6][2][14] = 0.10000000
y2[6][3][0] = 0.10000000
y2[6][3][14] = 0.10000000
y2[8][1][36] = 0.10000000
y2[8][2][36] = 0.10000000
y2[8][3][36] = 0.10000000
y2[9][1][10] = 0.10000000
y2[9][1][11] = 0.10000000
y2[9][1][13] = 0.10000000
y2[9][2][13] = 0.10000000
y2[9][3][13] = 0.10000000
y2[10][1][9] = 0.10000000
y2[10][1][35] = 0.10000000
y2[10][2][35] = 0.10000000
y2[10][3][35] = 0.10000000
