t,A,B,C,D
TOTAL,-4206.564332822383,0.0,-31716.267405986866,0.0
0,0.0,-0.0,-0.0,0.0
1,0.0,-0.0,-0.0,0.0
2,2463.157894736812,-0.0,-0.0,0.0
3,1642.1052631578946,-0.0,-0.0,0.0
4,0.0,-0.0,-0.0,0.0
5,0.0,-0.0,-0.0,0.0
6,0.0,-0.0,-0.0,0.0
7,0.0,-0.0,-0.0,0.0
8,0.0,-0.0,-0.0,0.0
9,0.0,-0.0,-0.0,0.0
10,-1693.0900000000001,-0.0,-0.0,0.0
11,0.0,-0.0,-0.0,0.0
12,-2731.8675,-0.0,-0.0,0.0
13,0.0,-0.0,-0.0,0.0
14,0.0,-0.0,-0.0,0.0
15,0.0,-0.0,-0.0,0.0
16,0.0,-0.0,-0.0,0.0
17,0.0,-0.0,-0.0,0.0
18,0.0,-0.0,-2762.1914999999995,0.0
19,0.0,-0.0,-2762.1914999999995,0.0
20,0.0,-0.0,-2762.1914999999995,0.0
21,0.0,-0.0,-2762.1914999999995,0.0
22,0.0,-0.0,-2762.1914999999995,0.0
23,0.0,-0.0,-2762.1914999999995,0.0
24,0.0,-0.0,-0.0,0.0
25,0.0,-0.0,-0.0,0.0
26,0.0,-0.0,-0.0,0.0
27,0.5971052631581187,-0.0,-0.0,0.0
28,0.0,-0.0,-0.0,0.0
29,0.0,-0.0,-0.0,0.0
30,0.0,-0.0,-0.0,0.0
31,7.368421052631578,-0.0,-0.0,0.0
32,0.0,-0.0,-0.0,0.0
33,0.0,-0.0,-0.0,0.0
34,0.0,-0.0,-0.0,0.0
35,-1124.2953263351635,-0.0,-0.0,0.0
36,-1351.4053963707102,-0.0,-2055.617210442354,0.0
37,-1384.1429301975193,-0.0,-2062.607203676992,0.0
38,-1354.024399076854,-0.0,-2056.176409901125,0.0
39,-1321.2868652500447,-0.0,-2049.186416666487,0.0
40,0.0,-0.0,-2046.6700191020172,0.0
41,-35.827411093234204,-0.0,-2046.6700191020172,0.0
42,0.0,-0.0,-483.0356379313796,0.0
43,0.0,-0.0,-478.2001916085681,0.0
44,0.0,-0.0,-478.2001916085681,0.0
45,0.0,-0.0,-474.50998257273824,0.0
46,0.0,-0.0,-474.50998257273824,0.0
47,2676.146811290646,-0.0,-437.73514080188244,0.0
