t,A,B,C,D
TOTAL,-6907.182547683864,-63557.044636656174,0.0,0.0
0,0.0,-0.0,-0.0,0.0
1,0.0,-0.0,-0.0,0.0
2,0.0,-0.0,-0.0,0.0
3,0.0,-0.0,-0.0,0.0
4,0.0,-0.0,-0.0,0.0
5,0.0,-0.0,-0.0,0.0
6,0.0,-0.0,-0.0,0.0
7,0.0,-0.0,-0.0,0.0
8,0.0,-0.0,-0.0,0.0
9,0.0,-0.0,-0.0,0.0
10,0.0,-0.0,-0.0,0.0
11,0.0,-0.0,-0.0,0.0
12,0.0,-5854.1565,-0.0,0.0
13,0.0,-5931.0495,-0.0,0.0
14,0.0,-5941.8795,-0.0,0.0
15,0.0,-5919.1365000000005,-0.0,0.0
16,0.0,-5839.536,-0.0,0.0
17,0.0,-5545.5015,-0.0,0.0
18,0.0,-2823.677667064642,-0.0,0.0
19,0.0,-2817.52647301816,-0.0,0.0
20,0.0,-2757.1329314708814,-0.0,0.0
21,0.0,-2713.7949734161216,-0.0,0.0
22,0.0,-2645.013439987277,-0.0,0.0
23,0.9398226763183093,-2561.4131209009984,-0.0,0.0
24,0.0,-0.0,-0.0,0.0
25,0.0,-0.0,-0.0,0.0
26,1.0526315789474014,-0.0,-0.0,0.0
27,0.0,-0.0,-0.0,0.0
28,7.368421052631593,-0.0,-0.0,0.0
29,-109.6452564467352,-0.0,-0.0,0.0
30,0.0,-1236.9835185277936,-0.0,0.0
31,84.14240955393309,-1274.394603235866,-0.0,0.0
32,97.05482963642017,-1289.9189309038416,-0.0,0.0
33,111.13148431658453,-1306.842993033684,-0.0,0.0
34,0.0,-1396.2987500057072,-0.0,0.0
35,-4043.0937865620176,-1421.6212189067494,-0.0,0.0
36,-4685.96690633335,-526.8841399566292,-0.0,0.0
37,-1161.5205043867477,-524.3939203459306,-0.0,0.0
38,-3561.9551279886723,-524.3939203459306,-0.0,0.0
39,0.0,-523.0040303306571,-0.0,0.0
40,0.0,-523.0619424146267,-0.0,0.0
41,0.0,-521.7299644833229,-0.0,0.0
42,0.0,-193.35025059497733,-0.0,0.0
43,0.0,-191.13631642785927,-0.0,0.0
44,0.0,-194.27272316460986,-0.0,0.0
45,0.0,-188.47432415549113,-0.0,0.0
46,34.264093029983705,-186.15496455184362,-0.0,0.0
47,6319.045342188841,-184.31001941257858,-0.0,0.0
