t,A,B,C,D
TOTAL,-8108.924210526315,0.0,0.0,132.62066118759398
0,0.0,-0.0,-0.0,2.1947268243669815
1,-2710.2075,-0.0,-0.0,11.280714362683716
2,0.0,-0.0,-0.0,0.46627184980405717
3,0.0,-0.0,-0.0,0.46627184980405717
4,0.0,-0.0,-0.0,0.46627184980405717
5,0.0,-0.0,-0.0,0.46627184980405717
6,0.0,-0.0,-0.0,0.46627184980405717
7,7157.894736842106,-0.0,-0.0,0.46627184980405717
8,0.0,-0.0,-0.0,5.521682203456067
9,0.0,-0.0,-0.0,5.521682203456067
10,-1052.315,-0.0,-0.0,5.521682203456067
11,-2104.63,-0.0,-0.0,7.621912495066519
12,-3249.0,-0.0,-0.0,15.595668270990886
13,-3249.0,-0.0,-0.0,9.437357906103633
14,0.0,-0.0,-0.0,0.0
15,0.0,-0.0,-0.0,0.0
16,0.0,-0.0,-0.0,0.0
17,0.0,-0.0,-0.0,0.0
18,0.0,-0.0,-0.0,0.0
19,0.0,-0.0,-0.0,0.0
20,0.0,-0.0,-0.0,0.0
21,0.0,-0.0,-0.0,0.0
22,0.0,-0.0,-0.0,0.0
23,0.0,-0.0,-0.0,0.0
24,7626.315789473686,-0.0,-0.0,0.0
25,0.0,-0.0,-0.0,5.521682203456067
26,0.0,-0.0,-0.0,5.521682203456067
27,0.0,-0.0,-0.0,5.521682203456067
28,0.0,-0.0,-0.0,5.521682203456067
29,0.0,-0.0,-0.0,5.521682203456067
30,0.0,-0.0,-0.0,5.521682203456067
31,-1536.055,-0.0,-0.0,5.521682203456067
32,-4608.165,-0.0,-0.0,9.58054585931443
33,-4713.7575,-0.0,-0.0,13.326103525476553
34,-3072.11,-0.0,-0.0,5.569178810206244
35,0.0,-0.0,-0.0,0.0
36,0.0,-0.0,-0.0,0.0
37,0.0,-0.0,-0.0,0.0
38,0.0,-0.0,-0.0,0.0
39,0.0,-0.0,-0.0,0.0
40,0.0,-0.0,-0.0,0.0
41,0.0,-0.0,-0.0,0.0
42,0.0,-0.0,-0.0,0.0
43,0.0,-0.0,-0.0,0.0
44,0.0,-0.0,-0.0,0.0
45,0.0,-0.0,-0.0,0.0
46,0.0,-0.0,-0.0,0.0
47,3402.105263157895,-0.0,-0.0,0.0
