t,A,B,C,D
TOTAL,710.8114352773009,-152438.93217356259,0.0,0.0
0,0.0,-0.0,-0.0,0.0
1,0.0,-0.0,-0.0,0.0
2,0.0,-0.0,-0.0,0.0
3,2197.8657894736843,-0.0,-0.0,0.0
4,0.0,-0.0,-0.0,0.0
5,0.0,-0.0,-0.0,0.0
6,0.0,-0.0,-0.0,0.0
7,0.0,-0.0,-0.0,0.0
8,0.0,-0.0,-0.0,0.0
9,0.0,-0.0,-0.0,0.0
10,0.0,-0.0,-0.0,0.0
11,0.0,-0.0,-0.0,0.0
12,0.0,-13782.799500000001,-0.0,0.0
13,0.0,-13770.886500000002,-0.0,0.0
14,798.099473684211,-13768.179000000002,-0.0,0.0
15,401.301710526315,-13770.886500000002,-0.0,0.0
16,427.8750000000007,-13802.835000000001,-0.0,0.0
17,0.0,-13895.431500000002,-0.0,0.0
18,-1649.9717048710613,-8074.8401846545585,-0.0,0.0
19,-1630.329184574978,-8070.646188713776,-0.0,0.0
20,-1245.2133029613367,-8034.298223893655,-0.0,0.0
21,0.0,-8034.01862416427,-0.0,0.0
22,0.0,-8016.124241483594,-0.0,0.0
23,0.0,-8016.124241483594,-0.0,0.0
24,7642.777956720197,-2124.542415938624,-0.0,0.0
25,94.30300240572559,-2126.45114475026,-0.0,0.0
26,104.88695329301122,-2139.176003494502,-0.0,0.0
27,117.90521288437522,-2154.8275797499196,-0.0,0.0
28,124.25558341674589,-2162.4624949964646,-0.0,0.0
29,0.0,-2172.7696305793006,-0.0,0.0
30,0.0,-0.0,-0.0,0.0
31,0.0,-0.0,-0.0,0.0
32,0.0,-0.0,-0.0,0.0
33,0.0,-0.0,-0.0,0.0
34,0.0,-0.0,-0.0,0.0
35,0.0,-0.0,-0.0,0.0
36,0.0,-895.4366423400423,-0.0,0.0
37,-3171.284064166609,-895.494554424012,-0.0,0.0
38,-3653.506705608652,-902.9073011721381,-0.0,0.0
39,-3346.428378929434,-895.5524665079818,-0.0,0.0
40,0.0,-888.8925768514623,-0.0,0.0
41,0.0,-887.6764230880979,-0.0,0.0
42,0.0,-531.3442001083348,-0.0,0.0
43,22.886572695656255,-527.2326080836871,-0.0,0.0
44,22.842728686660784,-527.1798953654223,-0.0,0.0
45,21.41779839430667,-525.4667320218191,-0.0,0.0
46,19.77364805697504,-523.4900050868922,-0.0,0.0
47,3411.3533461515062,-520.9597946101859,-0.0,0.0
