t,A,B,C,D
TOTAL,1376.0452831975308,0.0,-132274.46661539187,0.0
0,0.0,-0.0,-0.0,0.0
1,0.0,-0.0,-0.0,0.0
2,0.0,-0.0,-0.0,0.0
3,4264.651430723913,-0.0,-0.0,0.0
4,0.0,-0.0,-0.0,0.0
5,0.0,-0.0,-0.0,0.0
6,0.0,-0.0,-0.0,0.0
7,0.0,-0.0,-0.0,0.0
8,0.0,-0.0,-0.0,0.0
9,0.0,-0.0,-0.0,0.0
10,0.0,-0.0,-0.0,0.0
11,0.0,-0.0,-0.0,0.0
12,0.0,-0.0,-1144.8119956184735,0.0
13,0.0,-0.0,-1143.4732477364978,0.0
14,0.0,-0.0,-1143.1689868542308,0.0
15,0.0,-0.0,-1143.4732477364978,0.0
16,0.0,-0.0,-1147.0635261472505,0.0
17,-2694.031050978497,-0.0,-1157.469248320788,0.0
18,0.0,-0.0,-13678.29,0.0
19,0.0,-0.0,-13670.1675,0.0
20,0.0,-0.0,-13599.7725,0.0
21,0.0,-0.0,-13599.231,0.0
22,0.0,-0.0,-13564.575,0.0
23,0.0,-0.0,-13564.575,0.0
24,4275.864140401312,-0.0,-5844.61792836657,0.0
25,182.6363563188,-0.0,-5848.31455802273,0.0
26,203.13426387421958,-0.0,-5872.958755730466,0.0
27,228.34669016738792,-0.0,-5903.2711189109805,0.0
28,240.64543470064038,-0.0,-5918.057637535622,0.0
29,0.0,-0.0,-5938.019437678888,0.0
30,0.0,-0.0,-835.6905110586524,0.0
31,0.0,-0.0,-837.2607254130775,0.0
32,0.0,-0.0,-840.0646796174079,0.0
33,0.0,-0.0,-843.4294246626046,0.0
34,0.0,-0.0,-842.0835266445258,0.0
35,0.0,-0.0,-845.5604298578957,0.0
36,0.0,-0.0,-0.0,0.0
37,-1083.2326221084759,-0.0,-0.0,0.0
38,-4091.0325,-0.0,-0.0,0.0
39,-3747.18,-0.0,-0.0,0.0
40,0.0,-0.0,-0.0,0.0
41,0.0,-0.0,-0.0,0.0
42,0.0,-0.0,-568.633342768635,0.0
43,44.32436019138057,-0.0,-560.6704341984457,0.0
44,44.23944762396413,-0.0,-560.5683456270331,0.0
45,41.479789182929856,-0.0,-557.2504670561209,0.0
46,38.295567904813446,-0.0,-553.4221456281454,0.0
47,3427.9039751951404,-0.0,-548.5218942003368,0.0
