--- y2[i][j][t] nonzero ---
y2[3][1][10] = 0.10000000
y2[5][1][21] = 0.10000000
y2[5][1][38] = 0.10000000
y2[5][2][21] = 0.10000000
y2[5][2][38] = 0.10000000
y2[5][3][21] = 0.10000000
y2[5][3][38] = 0.10000000
y2[6][1][9] = 0.10000000
y2[6][2][9] = 0.10000000
y2[6][3][9] = 0.10000000
y2[8][1][28] = 0.10000000
y2[8][1][37] = 0.10000000
y2[8][2][28] = 0.10000000
y2[8][2][37] = 0.10000000
y2[8][3][28] = 0.10000000
y2[8][3][37] = 0.10000000
y2[10][1][27] = 0.10000000
y2[10][1][36] = 0.10000000
y2[10][2][27] = 0.10000000
y2[10][2][36] = 0.10000000
y2[10][3][27] = 0.10000000
y2[10][3][36] = 0.10000000
