t,A,B,C,D
TOTAL,-4624.975431041335,-105618.40024629356,0.0,0.0
0,0.0,-0.0,-0.0,0.0
1,0.0,-0.0,-0.0,0.0
2,0.0,-0.0,-0.0,0.0
3,4105.263157894737,-0.0,-0.0,0.0
4,0.0,-0.0,-0.0,0.0
5,0.0,-0.0,-0.0,0.0
6,0.0,-0.0,-0.0,0.0
7,0.0,-0.0,-0.0,0.0
8,0.0,-0.0,-0.0,0.0
9,0.0,-0.0,-0.0,0.0
10,-1693.0900000000001,-0.0,-0.0,0.0
11,-2539.635,-0.0,-0.0,0.0
12,0.0,-9860.173499999999,-0.0,0.0
13,0.0,-9821.726999999999,-0.0,0.0
14,0.0,-9747.5415,-0.0,0.0
15,0.0,-9719.925,-0.0,0.0
16,0.0,-9719.925,-0.0,0.0
17,0.0,-9319.215,-0.0,0.0
18,0.0,-4608.083140003175,-0.0,0.0
19,0.0,-4608.083140003175,-0.0,0.0
20,0.0,-4608.083140003175,-0.0,0.0
21,0.47470634561571345,-4608.083140003175,-0.0,0.0
22,-0.4070013530722723,-4608.083140003175,-0.0,0.0
23,0.0,-4608.083140003175,-0.0,0.0
24,0.9398226763183054,-0.0,-0.0,0.0
25,0.0,-0.0,-0.0,0.0
26,0.0,-0.0,-0.0,0.0
27,0.0,-0.0,-0.0,0.0
28,0.0,-0.0,-0.0,0.0
29,0.0,-0.0,-0.0,0.0
30,7.474260561504447,-2410.2154947468525,-0.0,0.0
31,0.4163886417352758,-2410.2154947468525,-0.0,0.0
32,31.751852661860106,-2448.2628223921356,-0.0,0.0
33,90.81029861292095,-2519.2675341850054,-0.0,0.0
34,91.65701468390284,-2520.2855228845447,-0.0,0.0
35,0.0,-2529.447421180399,-0.0,0.0
36,-2288.837228248517,-598.3476515753014,-0.0,0.0
37,-2555.762136219951,-599.7954536745448,-0.0,0.0
38,-2500.14952587647,-598.4634757432408,-0.0,0.0
39,0.0,-597.0156736439975,-0.0,0.0
40,0.0,-596.4944648882698,-0.0,0.0
41,0.0,-596.4944648882698,-0.0,0.0
42,0.0,-228.66777183233685,-0.0,0.0
43,0.0,-227.66623018530726,-0.0,0.0
44,0.0,-227.66623018530726,-0.0,0.0
45,0.0,-226.90189577046888,-0.0,0.0
46,0.0,-226.90189577046888,-0.0,0.0
47,2624.117958578082,-219.28490798121746,-0.0,0.0
