t,A,B,C,D
TOTAL,-5436.948640737435,-117848.05658934751,0.0,0.0
0,0.0,-947.4075352030309,-0.0,0.0
1,0.0,-941.6265784399576,-0.0,0.0
2,0.0,-940.5920914402498,-0.0,0.0
3,0.0,-940.7137957931566,-0.0,0.0
4,0.0,-941.8091349693178,-0.0,0.0
5,0.0,-943.2695872041995,-0.0,0.0
6,0.0,-0.0,-0.0,0.0
7,0.0,-0.0,-0.0,0.0
8,0.0,-0.0,-0.0,0.0
9,0.0,-0.0,-0.0,0.0
10,0.0,-0.0,-0.0,0.0
11,0.0,-0.0,-0.0,0.0
12,0.0,-13424.3265,-0.0,0.0
13,0.0,-13416.204,-0.0,0.0
14,0.0,-13396.1685,-0.0,0.0
15,0.0,-13385.88,-0.0,0.0
16,0.0,-13291.117499999998,-0.0,0.0
17,0.0,-13307.3625,-0.0,0.0
18,0.0,-0.0,-0.0,0.0
19,0.0,-0.0,-0.0,0.0
20,0.0,-0.0,-0.0,0.0
21,0.0,-0.0,-0.0,0.0
22,0.0,-0.0,-0.0,0.0
23,0.0,-0.0,-0.0,0.0
24,0.0,-0.0,-0.0,0.0
25,413.4605263157894,-0.0,-0.0,0.0
26,0.0,-0.0,-0.0,0.0
27,0.0,-0.0,-0.0,0.0
28,0.0,-0.0,-0.0,0.0
29,0.0,-0.0,-0.0,0.0
30,0.0,-0.0,-0.0,0.0
31,0.0,-0.0,-0.0,0.0
32,0.0,-0.0,-0.0,0.0
33,0.0,-0.0,-0.0,0.0
34,0.0,-0.0,-0.0,0.0
35,-3840.712696340171,-0.0,-0.0,0.0
36,-2254.2432951289406,-3526.0918080229208,-0.0,0.0
37,-2268.996196275073,-3528.5562277936947,-0.0,0.0
38,-2218.8363323782246,-3520.177200573064,-0.0,0.0
39,0.0,-3494.547234957018,-0.0,0.0
40,0.0,-3472.8603409742104,-0.0,0.0
41,0.0,-3490.1112793696257,-0.0,0.0
42,0.0,-1843.8802847677753,-0.0,0.0
43,116.23684026644989,-1833.3374169594924,-0.0,0.0
44,113.34491245885764,-1829.8605137461225,-0.0,0.0
45,102.24364119745512,-1816.5136917335092,-0.0,0.0
46,96.73964956365049,-1809.896359811289,-0.0,0.0
47,4303.814309582773,-1805.7465075888797,-0.0,0.0
