t,A,B,C,D
TOTAL,-3709.1553152852994,-131340.5091284197,0.0,0.0
0,0.0,-990.734284837854,-0.0,0.0
1,0.0,-988.4219021326247,-0.0,0.0
2,0.0,-986.1703716038487,-0.0,0.0
3,0.0,-986.3529281332089,-0.0,0.0
4,0.0,-986.7788933683828,-0.0,0.0
5,0.0,-989.2129804265189,-0.0,0.0
6,0.0,-0.0,-0.0,0.0
7,0.0,-0.0,-0.0,0.0
8,0.0,-0.0,-0.0,0.0
9,0.0,-0.0,-0.0,0.0
10,0.0,-0.0,-0.0,0.0
11,0.0,-0.0,-0.0,0.0
12,0.0,-14064.921,-0.0,0.0
13,0.0,-14028.099,-0.0,0.0
14,0.0,-13874.313,-0.0,0.0
15,0.0,-13872.147,-0.0,0.0
16,0.0,-13548.33,-0.0,0.0
17,0.0,-13495.263,-0.0,0.0
18,0.0,-0.0,-0.0,0.0
19,0.0,-0.0,-0.0,0.0
20,0.0,-0.0,-0.0,0.0
21,0.0,-0.0,-0.0,0.0
22,0.0,-0.0,-0.0,0.0
23,0.0,-0.0,-0.0,0.0
24,0.0,-0.0,-0.0,0.0
25,7.037000640928972,-0.0,-0.0,0.0
26,0.0,-0.0,-0.0,0.0
27,0.0,-0.0,-0.0,0.0
28,0.0,-0.0,-0.0,0.0
29,0.0,-0.0,-0.0,0.0
30,0.0,-4421.169068767905,-0.0,0.0
31,143.89531103905867,-4520.238743553005,-0.0,0.0
32,0.0,-4551.7833166189075,-0.0,0.0
33,323.86693937565974,-4541.925637535814,-0.0,0.0
34,216.0479456341422,-4606.986319484237,-0.0,0.0
35,0.0,-4688.312171919767,-0.0,0.0
36,-2857.245214689886,-1668.9135424175481,-0.0,0.0
37,-3224.3571570191125,-1669.1378587538945,-0.0,0.0
38,-3222.2104478599667,-1669.0257005857213,-0.0,0.0
39,0.0,-1663.4177921770602,-0.0,0.0
40,0.0,-1658.4828327774385,-0.0,0.0
41,0.0,-1656.9126184230133,-0.0,0.0
42,0.0,-877.0939612920798,-0.0,0.0
43,53.41000490494115,-871.734311292914,-0.0,0.0
44,50.82017159873963,-868.620609864827,-0.0,0.0
45,95.781376045745,-865.0985541510894,-0.0,0.0
46,0.0,-866.9361484365178,-0.0,0.0
47,4703.7987550444495,-863.9755798655499,-0.0,0.0
