t,A,B,C,D
TOTAL,-3511.547680234248,0.0,-80543.60853861144,0.0
0,0.0,-0.0,-0.0,0.0
1,0.0,-0.0,-0.0,0.0
2,0.0,-0.0,-0.0,0.0
3,0.0,-0.0,-0.0,0.0
4,0.0,-0.0,-0.0,0.0
5,0.0,-0.0,-0.0,0.0
6,0.0,-0.0,-6851.057999999999,0.0
7,0.0,-0.0,-6851.057999999999,0.0
8,0.0,-0.0,-6851.057999999999,0.0
9,0.0,-0.0,-6851.057999999999,0.0
10,0.0,-0.0,-6851.057999999999,0.0
11,0.0,-0.0,-6851.057999999999,0.0
12,0.0,-0.0,-3766.7675542817387,0.0
13,0.0,-0.0,-3717.837601639272,0.0
14,251.10766293437075,-0.0,-3717.837601639272,0.0
15,1332.741764837694,-0.0,-3717.837601639272,0.0
16,-1673.5427292265213,-0.0,-3785.221136421183,0.0
17,0.0,-0.0,-3735.7319843199457,0.0
18,974.5961153421886,-0.0,-0.0,0.0
19,0.0,-0.0,-0.0,0.0
20,0.0,-0.0,-0.0,0.0
21,0.0,-0.0,-0.0,0.0
22,0.0,-0.0,-0.0,0.0
23,0.0,-0.0,-0.0,0.0
24,109.75557070115411,-0.0,-1643.6700039935777,0.0
25,109.75557070115396,-0.0,-1643.6700039935777,0.0
26,109.75557070115443,-0.0,-1643.6700039935777,0.0
27,0.0,-0.0,-1643.6700039935777,0.0
28,8182.603223759638,-0.0,-1643.6700039935777,0.0
29,633.0783147045089,-0.0,-1689.7339926477293,0.0
30,148.17531242200212,-0.0,-719.2680829040447,0.0
31,91.52034322640021,-0.0,-748.2241248889097,0.0
32,100.47970314225029,-0.0,-758.9957725072794,0.0
33,0.0,-0.0,-771.1573101409227,0.0
34,0.0,-0.0,-770.3465409653465,0.0
35,0.0,-0.0,-776.7168702020168,0.0
36,-6598.990039514527,-0.0,-346.90239890006353,0.0
37,-6812.774650474597,-0.0,-349.08997670804905,0.0
38,-6001.404175218891,-0.0,-343.58149764938673,0.0
39,0.0,-0.0,-335.2001754452977,0.0
40,0.0,-0.0,-335.2001754452977,0.0
41,45.11548525637563,-0.0,-333.61879389735634,0.0
42,20.22321665255447,-0.0,-88.12754657582688,0.0
43,18.27771727058697,-0.0,-85.78851410239743,0.0
44,17.958455833546157,-0.0,-85.4046728759885,0.0
45,15.00528754091856,-0.0,-81.85414153170582,0.0
46,5415.014599173792,-0.0,-79.16725294684326,0.0
47,0.0,-0.0,-79.29919836842133,0.0
