--- y2[i][j][t] nonzero ---
y2[4][1][21] = 0.10000000
y2[4][1][29] = 0.10000000
y2[4][2][21] = 0.10000000
y2[4][2][29] = 0.10000000
y2[4][3][21] = 0.10000000
y2[4][3][29] = 0.10000000
y2[5][1][0] = 0.10000000
y2[5][2][0] = 0.10000000
y2[5][3][0] = 0.10000000
y2[7][1][20] = 0.10000000
y2[7][1][28] = 0.10000000
y2[7][2][20] = 0.10000000
y2[7][2][28] = 0.10000000
y2[7][3][20] = 0.10000000
y2[7][3][28] = 0.10000000
y2[10][1][19] = 0.10000000
y2[10][1][27] = 0.10000000
y2[10][2][19] = 0.10000000
y2[10][2][27] = 0.10000000
y2[10][3][19] = 0.10000000
y2[10][3][27] = 0.10000000
