t,A,B,C,D
TOTAL,-7890.446927819069,-181018.63906815418,0.0,196.85597310895923
0,0.0,-0.0,-0.0,2.1947268243669815
1,0.0,-0.0,-0.0,2.1947268243669815
2,0.0,-0.0,-0.0,2.1947268243669815
3,0.0,-0.0,-0.0,2.1947268243669815
4,0.0,-0.0,-0.0,2.1947268243669815
5,0.0,-0.0,-0.0,2.1947268243669815
6,0.0,-0.0,-0.0,2.1947268243669815
7,0.0,-0.0,-0.0,2.1947268243669815
8,0.0,-0.0,-0.0,2.1947268243669815
9,0.0,-0.0,-0.0,2.1947268243669815
10,0.0,-0.0,-0.0,2.1947268243669815
11,0.0,-0.0,-0.0,2.1947268243669815
12,0.0,-18738.066000000003,-0.0,8.246009036774268
13,0.0,-18707.200500000003,-0.0,7.928165104074676
14,0.0,-18654.675000000003,-0.0,7.4552590937262
15,0.0,-18657.3825,-0.0,7.207013054058487
16,0.0,-18608.647500000003,-0.0,6.780818194229907
17,0.0,-18523.632,-0.0,6.623101408772973
18,0.0,-0.0,-0.0,0.6901660786723336
19,0.0,-0.0,-0.0,0.6901660786723336
20,315.7894736842105,-0.0,-0.0,0.6901660786723336
21,-541.5,-0.0,-0.0,8.776724356444808
22,0.0,-0.0,-0.0,0.6901660786723336
23,0.0,-0.0,-0.0,0.6901660786723336
24,0.0,-0.0,-0.0,0.6901660786723336
25,7.965526315789478,-0.0,-0.0,0.6901660786723336
26,0.0,-0.0,-0.0,5.521682203456067
27,-2160.585,-0.0,-0.0,9.58054585931443
28,-2168.7075,-0.0,-0.0,10.595278012632917
29,3808.421052631579,-0.0,-0.0,1.557727348529633
30,0.0,-0.0,-0.0,5.521682203456067
31,0.0,-0.0,-0.0,5.521682203456067
32,0.0,-0.0,-0.0,5.521682203456067
33,0.0,-0.0,-0.0,5.521682203456067
34,0.0,-0.0,-0.0,5.521682203456067
35,-2576.5376568789725,-0.0,-0.0,7.621912495066519
36,-2247.1043218720183,-11384.182581661873,-0.0,12.40687301447703
37,-2292.936869229549,-11393.968572190368,-0.0,10.112308004119589
38,-2247.1043218720183,-11384.182581661873,-0.0,8.28262388644677
39,-2214.3667880452117,-11377.192588427235,-0.0,6.713513777961482
40,0.0,-11327.423836596608,-0.0,2.9573207575080636
41,0.0,-11351.74901305315,-0.0,2.815124899703747
42,0.0,-189.47314670176146,-0.0,1.1907396942247903
43,129.8164611481904,-167.07739531189577,-0.0,1.1438572098195108
44,137.59136153472792,-165.42316367514434,-0.0,1.1407700593067323
45,116.42345976015439,-139.97344618666057,-0.0,1.1407700593067323
46,110.17892873665521,-132.46577952755786,-0.0,1.1407700593067323
47,3932.209266267393,-115.92346316004344,-0.0,1.1407700593067323
