--- y2[i][j][t] nonzero ---
y2[2][1][40] = 0.10000000
y2[2][1][41] = 0.10000000
y2[2][1][42] = 0.07049783
y2[2][1][43] = 0.07049783
y2[2][1][44] = 0.07049783
y2[2][1][45] = 0.07049783
y2[2][1][46] = 0.07049783
y2[2][1][47] = 0.07049783
y2[2][2][40] = 0.05490290
y2[2][2][41] = 0.05490290
y2[3][1][17] = 0.10000000
y2[3][2][17] = 0.10000000
y2[3][3][17] = 0.10000000
y2[4][1][15] = 0.10000000
y2[4][1][16] = 0.10000000
y2[4][1][39] = 0.10000000
y2[4][2][15] = 0.10000000
y2[4][2][16] = 0.10000000
y2[4][2][39] = 0.10000000
y2[4][3][15] = 0.10000000
y2[4][3][16] = 0.10000000
y2[4][3][39] = 0.10000000
y2[5][1][13] = 0.10000000
y2[5][1][14] = 0.10000000
y2[5][1][38] = 0.10000000
y2[5][2][13] = 0.10000000
y2[5][2][14] = 0.10000000
y2[5][2][38] = 0.10000000
y2[5][3][13] = 0.10000000
y2[5][3][14] = 0.10000000
y2[5][3][38] = 0.10000000
y2[6][1][12] = 0.10000000
y2[6][1][21] = 0.10000000
y2[6][2][12] = 0.10000000
y2[6][2][21] = 0.10000000
y2[6][3][12] = 0.10000000
y2[6][3][21] = 0.10000000
y2[7][1][37] = 0.10000000
y2[7][2][37] = 0.10000000
y2[7][3][37] = 0.10000000
y2[8][1][28] = 0.10000000
y2[8][2][28] = 0.10000000
y2[8][3][28] = 0.10000000
y2[9][1][36] = 0.10000000
y2[9][2][36] = 0.10000000
y2[9][3][36] = 0.10000000
y2[10][1][27] = 0.10000000
y2[10][1][35] = 0.10000000
y2[10][2][27] = 0.10000000
y2[10][2][35] = 0.07633659
y2[10][3][27] = 0.10000000
