t,A,B,C,D
TOTAL,-6461.588130135473,-128390.15890963789,0.0,0.0
0,0.0,-0.0,-0.0,0.0
1,0.0,-0.0,-0.0,0.0
2,0.0,-0.0,-0.0,0.0
3,0.0,-0.0,-0.0,0.0
4,4668.421052631578,-0.0,-0.0,0.0
5,0.0,-0.0,-0.0,0.0
6,0.0,-0.0,-0.0,0.0
7,0.0,-0.0,-0.0,0.0
8,-1974.6699999999998,-0.0,-0.0,0.0
9,0.0,-0.0,-0.0,0.0
10,-2978.25,-0.0,-0.0,0.0
11,0.0,-0.0,-0.0,0.0
12,0.0,-1115.2378378615167,-0.0,0.0
13,0.0,-1105.0755243937983,-0.0,0.0
14,0.0,-1074.6494361670968,-0.0,0.0
15,2.307719298245614,-1056.4546354075294,-0.0,0.0
16,0.050614035087688476,-1056.4546354075294,-0.0,0.0
17,0.4503947368421049,-1056.4546354075294,-0.0,0.0
18,0.05061403508771755,-12476.701500000001,-0.0,0.0
19,0.45039473684210857,-12476.701500000001,-0.0,0.0
20,0.0,-12476.701500000001,-0.0,0.0
21,0.9007894736842057,-12476.701500000001,-0.0,0.0
22,0.45039473684210307,-12476.701500000001,-0.0,0.0
23,1.9256848514552891,-12476.701500000001,-0.0,0.0
24,0.0,-5855.70781733524,-0.0,0.0
25,0.1922786909968217,-5855.70781733524,-0.0,0.0
26,0.0,-5855.70781733524,-0.0,0.0
27,0.4099581511084412,-5855.70781733524,-0.0,0.0
28,0.0,-5855.70781733524,-0.0,0.0
29,0.2049790755544883,-5855.70781733524,-0.0,0.0
30,1.145919572740379,-1408.8187504238454,-0.0,0.0
31,0.4918407380812716,-1408.8187504238454,-0.0,0.0
32,9.328799379329787,-1419.9224090729945,-0.0,0.0
33,73.41765111532575,-1496.975070607998,-0.0,0.0
34,82.7464504946552,-1508.1908874253204,-0.0,0.0
35,443.9282930201285,-1533.5386334324685,-0.0,0.0
36,-324.731053787324,-343.37490994656474,-0.0,0.0
37,-3648.9905143448136,-352.6139256594127,-0.0,0.0
38,-3648.9905143448136,-352.6139256594127,-0.0,0.0
39,-3469.974178627628,-348.88769280284976,-0.0,0.0
40,0.0,-343.01759994662035,-0.0,0.0
41,0.0,-337.30063994751004,-0.0,0.0
42,21.428400074829383,-179.55051760543293,-0.0,0.0
43,83.93595123990869,-179.01621020409706,-0.0,0.0
44,0.0,-181.38574737523876,-0.0,0.0
45,0.0,-180.2706710594074,-0.0,0.0
46,0.0,-180.2706710594074,-0.0,0.0
47,4191.779950880782,-176.80928832901412,-0.0,0.0
