--- y2[i][j][t] nonzero ---
y2[5][1][18] = 0.10000000
y2[5][1][36] = 0.10000000
y2[5][2][18] = 0.10000000
y2[5][2][36] = 0.10000000
y2[5][3][18] = 0.10000000
y2[5][3][36] = 0.10000000
y2[8][1][17] = 0.10000000
y2[8][1][35] = 0.10000000
y2[8][2][17] = 0.10000000
y2[8][2][35] = 0.10000000
y2[8][3][17] = 0.10000000
y2[8][3][35] = 0.10000000
y2[10][1][14] = 0.10000000
y2[10][1][34] = 0.10000000
y2[10][2][14] = 0.10000000
y2[10][2][34] = 0.10000000
y2[10][3][14] = 0.10000000
y2[10][3][34] = 0.10000000
