--- y2[i][j][t] nonzero ---
y2[2][1][24] = 0.09368117
y2[2][1][25] = 0.09368117
y2[2][1][30] = 0.02759841
y2[2][1][42] = 0.04263522
y2[2][1][43] = 0.04263522
y2[2][1][44] = 0.04263522
y2[2][1][45] = 0.04263522
y2[2][1][46] = 0.04263522
y2[2][1][47] = 0.04263522
y2[3][1][23] = 0.10000000
y2[3][2][23] = 0.10000000
y2[3][3][23] = 0.10000000
y2[4][1][22] = 0.10000000
y2[4][1][29] = 0.10000000
y2[4][2][22] = 0.10000000
y2[4][2][29] = 0.10000000
y2[4][3][22] = 0.10000000
y2[4][3][29] = 0.10000000
y2[6][1][21] = 0.10000000
y2[6][1][28] = 0.10000000
y2[6][2][21] = 0.10000000
y2[6][2][28] = 0.10000000
y2[6][3][21] = 0.10000000
y2[6][3][28] = 0.10000000
y2[7][1][20] = 0.10000000
y2[7][2][20] = 0.10000000
y2[7][3][20] = 0.10000000
y2[8][1][13] = 0.10000000
y2[8][1][14] = 0.10000000
y2[8][1][15] = 0.10000000
y2[8][1][16] = 0.10000000
y2[8][1][17] = 0.10000000
y2[8][1][18] = 0.10000000
y2[8][1][19] = 0.10000000
y2[8][1][27] = 0.10000000
y2[8][2][13] = 0.10000000
y2[8][2][14] = 0.10000000
y2[8][2][15] = 0.10000000
y2[8][2][16] = 0.10000000
y2[8][2][17] = 0.10000000
y2[8][2][18] = 0.10000000
y2[8][2][19] = 0.10000000
y2[8][2][27] = 0.10000000
y2[8][3][13] = 0.00651308
y2[8][3][14] = 0.00651308
y2[8][3][15] = 0.00651308
y2[8][3][16] = 0.00651308
y2[8][3][17] = 0.00651308
y2[8][3][18] = 0.00584300
y2[8][3][19] = 0.10000000
y2[8][3][27] = 0.10000000
y2[9][1][12] = 0.10000000
y2[9][2][12] = 0.10000000
y2[9][3][12] = 0.00651308
y2[10][1][11] = 0.10000000
y2[10][1][26] = 0.10000000
y2[10][2][11] = 0.07705915
y2[10][2][26] = 0.10000000
