t,A,B,C,D
TOTAL,2657.059191624972,0.0,-101405.52166727145,0.0
0,0.0,-0.0,-0.0,0.0
1,0.0,-0.0,-0.0,0.0
2,3947.368421052631,-0.0,-0.0,0.0
3,-0.0,-0.0,-0.0,0.0
4,0.0,-0.0,-0.0,0.0
5,0.0,-0.0,-0.0,0.0
6,0.0,-0.0,-0.0,0.0
7,-1712.945,-0.0,-0.0,0.0
8,-2677.7175,-0.0,-0.0,0.0
9,0.0,-0.0,-0.0,0.0
10,0.0,-0.0,-0.0,0.0
11,0.0,-0.0,-0.0,0.0
12,0.0,-0.0,-9062.002499999999,0.0
13,0.0,-0.0,-9062.002499999999,0.0
14,0.0,-0.0,-9034.927499999998,0.0
15,0.0,-0.0,-9034.927499999998,0.0
16,0.0,-0.0,-9034.927499999998,0.0
17,0.0,-0.0,-9074.998499999998,0.0
18,0.0,-0.0,-4573.9719730181405,0.0
19,0.0,-0.0,-4573.9719730181405,0.0
20,0.0,-0.0,-4573.9719730181405,0.0
21,0.0,-0.0,-4573.9719730181405,0.0
22,0.0,-0.0,-4568.100378701044,0.0
23,0.0,-0.0,-4553.28159304361,0.0
24,6665.619131203461,-0.0,-2005.9467324422885,0.0
25,80.96722428774328,-0.0,-2006.073981029731,0.0
26,0.0,-0.0,-2010.5276815902157,0.0
27,169.3432141969635,-0.0,-2010.5276815902157,0.0
28,86.25919973138663,-0.0,-2012.4364104018518,0.0
29,379.66598001224395,-0.0,-2015.49037650047,0.0
30,90.17526155968329,-0.0,-977.0926807373677,0.0
31,0.0,-0.0,-979.1196036763084,0.0
32,0.0,-0.0,-979.1196036763084,0.0
33,0.0,-0.0,-987.4589437679502,0.0
34,-2262.816272808972,-0.0,-987.51685585192,0.0
35,0.0,-0.0,-987.4589437679502,0.0
36,0.0,-0.0,-186.28674634750533,0.0
37,-2786.927097093945,-0.0,-189.29137128859412,0.0
38,-2786.927097093944,-0.0,-189.29137128859412,0.0
39,-130.87503023612302,-0.0,-187.97355333197623,0.0
40,0.0,-0.0,-187.94719697284387,0.0
41,0.0,-0.0,-186.4975972205642,0.0
42,0.0,-0.0,-99.71475359805544,0.0
43,0.0,-0.0,-99.71475359805544,0.0
44,0.0,-0.0,-100.39847078259642,0.0
45,0.0,-0.0,-99.71475359805544,0.0
46,0.0,-0.0,-99.64278336810375,0.0
47,3595.868756813844,-0.0,-99.22295702671894,0.0
