--- y2[i][j][t] nonzero ---
y2[4][1][12] = 0.10000000
y2[4][1][36] = 0.10000000
y2[4][2][12] = 0.10000000
y2[4][2][36] = 0.10000000
y2[4][3][12] = 0.10000000
y2[4][3][36] = 0.10000000
y2[7][1][11] = 0.10000000
y2[7][1][35] = 0.10000000
y2[7][2][11] = 0.10000000
y2[7][2][35] = 0.10000000
y2[7][3][11] = 0.10000000
y2[7][3][35] = 0.10000000
y2[10][1][10] = 0.10000000
y2[10][1][34] = 0.10000000
y2[10][2][10] = 0.10000000
y2[10][2][34] = 0.10000000
y2[10][3][10] = 0.10000000
y2[10][3][34] = 0.10000000
