--- y2[i][j][t] nonzero ---
y2[1][1][42] = 0.00585737
y2[1][1][43] = 0.00585737
y2[1][1][44] = 0.00585737
y2[1][1][45] = 0.00585737
y2[1][1][46] = 0.00585737
y2[2][1][39] = 0.01287023
y2[2][1][40] = 0.01287023
y2[2][1][41] = 0.01287023
y2[4][1][14] = 0.10000000
y2[4][1][22] = 0.10000000
y2[4][1][38] = 0.10000000
y2[4][2][14] = 0.10000000
y2[4][2][22] = 0.03653295
y2[4][2][38] = 0.10000000
y2[4][3][14] = 0.10000000
y2[4][3][38] = 0.08905317
y2[5][1][6] = 0.03371312
y2[5][1][7] = 0.03371312
y2[5][1][8] = 0.03371312
y2[5][1][9] = 0.03371312
y2[5][1][10] = 0.03371312
y2[5][1][11] = 0.03371312
y2[5][1][12] = 0.10000000
y2[5][1][13] = 0.10000000
y2[5][1][18] = 0.10000000
y2[5][1][19] = 0.10000000
y2[5][1][20] = 0.10000000
y2[5][1][21] = 0.10000000
y2[5][2][12] = 0.10000000
y2[5][2][13] = 0.10000000
y2[5][2][18] = 0.03653295
y2[5][2][19] = 0.03653295
y2[5][2][20] = 0.03653295
y2[5][2][21] = 0.03653295
y2[5][3][12] = 0.10000000
y2[5][3][13] = 0.10000000
y2[6][1][16] = 0.10000000
y2[6][1][17] = 0.10000000
y2[6][1][24] = 0.06213749
y2[6][1][25] = 0.06213749
y2[6][1][26] = 0.06213749
y2[6][1][27] = 0.06213749
y2[6][1][28] = 0.06213749
y2[6][1][47] = 0.00585737
y2[6][2][16] = 0.10000000
y2[6][2][17] = 0.10000000
y2[6][3][16] = 0.10000000
y2[6][3][17] = 0.10000000
y2[7][1][15] = 0.10000000
y2[7][1][23] = 0.10000000
y2[7][1][37] = 0.10000000
y2[7][2][15] = 0.10000000
y2[7][2][23] = 0.03653295
y2[7][2][37] = 0.10000000
y2[7][3][15] = 0.10000000
y2[7][3][37] = 0.10000000
y2[10][1][29] = 0.06213749
y2[10][1][30] = 0.02827938
y2[10][1][31] = 0.02827938
y2[10][1][32] = 0.02827938
y2[10][1][33] = 0.02827938
y2[10][1][34] = 0.02827938
y2[10][1][35] = 0.02827938
y2[10][1][36] = 0.10000000
y2[10][2][36] = 0.10000000
y2[10][3][36] = 0.10000000
