--- y2[i][j][t] nonzero ---
y2[2][1][41] = 0.10000000
y2[2][1][42] = 0.07049783
y2[2][1][43] = 0.07049783
y2[2][1][44] = 0.07049783
y2[2][1][45] = 0.07049783
y2[2][1][46] = 0.07049783
y2[2][1][47] = 0.07049783
y2[2][2][41] = 0.05490290
y2[3][1][23] = 0.10000000
y2[3][1][40] = 0.10000000
y2[3][2][23] = 0.10000000
y2[3][2][40] = 0.06044308
y2[3][3][23] = 0.10000000
y2[4][1][21] = 0.10000000
y2[4][1][22] = 0.10000000
y2[4][1][39] = 0.10000000
y2[4][2][21] = 0.10000000
y2[4][2][22] = 0.10000000
y2[4][2][39] = 0.10000000
y2[4][3][21] = 0.10000000
y2[4][3][22] = 0.10000000
y2[4][3][39] = 0.09842961
y2[5][1][19] = 0.10000000
y2[5][1][20] = 0.10000000
y2[5][2][19] = 0.10000000
y2[5][2][20] = 0.10000000
y2[5][3][19] = 0.10000000
y2[5][3][20] = 0.10000000
y2[6][1][18] = 0.10000000
y2[6][1][38] = 0.10000000
y2[6][2][18] = 0.10000000
y2[6][2][38] = 0.10000000
y2[6][3][18] = 0.10000000
y2[6][3][38] = 0.10000000
y2[7][1][13] = 0.10000000
y2[8][1][37] = 0.10000000
y2[8][2][37] = 0.10000000
y2[8][3][37] = 0.10000000
y2[9][1][36] = 0.10000000
y2[9][2][36] = 0.10000000
y2[9][3][36] = 0.10000000
y2[10][1][10] = 0.10000000
y2[10][1][12] = 0.10000000
y2[10][1][35] = 0.10000000
y2[10][2][12] = 0.10000000
y2[10][2][35] = 0.03280987
y2[10][3][12] = 0.10000000
