t,A,B,C,D
TOTAL,-1969.8558857443386,0.0,-104520.01638044493,0.0
0,0.0,-0.0,-0.0,0.0
1,0.0,-0.0,-0.0,0.0
2,0.0,-0.0,-0.0,0.0
3,0.0,-0.0,-0.0,0.0
4,4142.105263157894,-0.0,-0.0,0.0
5,0.0,-0.0,-0.0,0.0
6,0.0,-0.0,-0.0,0.0
7,0.0,-0.0,-0.0,0.0
8,0.0,-0.0,-0.0,0.0
9,0.0,-0.0,-0.0,0.0
10,0.0,-0.0,-0.0,0.0
11,-1505.2772277941467,-0.0,-0.0,0.0
12,0.0,-0.0,-6089.3437805292315,0.0
13,0.0,-0.0,-6084.497951125039,0.0
14,584.7379796586869,-0.0,-6084.497951125039,0.0
15,301.9802715734682,-0.0,-6096.0533904734975,0.0
16,364.60862358357,-0.0,-6171.35012429248,0.0
17,412.81198092070474,-0.0,-6219.8084183344,0.0
18,0.0,-0.0,-6975.41617043801,0.0
19,-1529.5804552070904,-0.0,-7044.523841030397,0.0
20,-1498.9888461029486,-0.0,-7031.148162851226,0.0
21,-1498.9888461029486,-0.0,-7031.148162851226,0.0
22,-1498.9888461029486,-0.0,-7031.148162851226,0.0
23,-1498.9888461029486,-0.0,-7031.148162851226,0.0
24,0.0,-0.0,-3043.7013621658484,0.0
25,9100.069530162009,-0.0,-3026.791910153816,0.0
26,-783.1362228114924,-0.0,-3114.5519660962646,0.0
27,-3284.6163325387365,-0.0,-3139.0706715137117,0.0
28,-3284.616332538734,-0.0,-3139.0706715137117,0.0
29,-3284.6163325387342,-0.0,-3139.0706715137117,0.0
30,0.0,-0.0,-0.0,0.0
31,-1173.592167853184,-0.0,-0.0,0.0
32,0.0,-0.0,-0.0,0.0
33,0.0,-0.0,-0.0,0.0
34,0.0,-0.0,-0.0,0.0
35,0.0,-0.0,-0.0,0.0
36,0.0,-0.0,-0.0,0.0
37,0.0,-0.0,-0.0,0.0
38,0.0,-0.0,-0.0,0.0
39,0.0,-0.0,-0.0,0.0
40,0.0,-0.0,-0.0,0.0
41,0.0,-0.0,-0.0,0.0
42,64.0089352087679,-0.0,-1175.8965362315903,0.0
43,62.984792245427606,-0.0,-1174.6652309580493,0.0
44,61.128533124373355,-0.0,-1172.4334901497564,0.0
45,60.10439016103299,-0.0,-1171.2021848762154,0.0
46,57.99209529914372,-0.0,-1168.6626177495373,0.0
47,3659.0021748544955,-0.0,-1164.8147887697219,0.0
