t,A,B,C,D
TOTAL,-1178.8711872598515,-119957.2713982453,0.0,0.0
0,0.0,-0.0,-0.0,0.0
1,0.0,-0.0,-0.0,0.0
2,0.0,-0.0,-0.0,0.0
3,0.0,-0.0,-0.0,0.0
4,0.0,-0.0,-0.0,0.0
5,0.0,-0.0,-0.0,0.0
6,0.0,-0.0,-0.0,0.0
7,4473.684210526315,-0.0,-0.0,0.0
8,0.0,-0.0,-0.0,0.0
9,0.0,-0.0,-0.0,0.0
10,0.0,-0.0,-0.0,0.0
11,0.0,-0.0,-0.0,0.0
12,-3249.0,-0.0,-0.0,0.0
13,-2166.0,-0.0,-0.0,0.0
14,0.0,-0.0,-0.0,0.0
15,0.0,-0.0,-0.0,0.0
16,0.0,-0.0,-0.0,0.0
17,0.0,-0.0,-0.0,0.0
18,0.0,-13740.021000000002,-0.0,0.0
19,0.0,-13740.021000000002,-0.0,0.0
20,0.0,-13728.649500000003,-0.0,0.0
21,0.0,-13719.444000000003,-0.0,0.0
22,0.0,-13728.649500000003,-0.0,0.0
23,0.0,-13728.649500000003,-0.0,0.0
24,5286.859773433714,-4844.065311604568,-0.0,0.0
25,213.48839579248934,-4875.660081025134,-0.0,0.0
26,249.7674695872921,-4919.277638809279,-0.0,0.0
27,254.18607472896556,-4924.590033667605,-0.0,0.0
28,269.30235547679973,-4942.7640160776655,-0.0,0.0
29,1246.8695993339272,-4969.605590098678,-0.0,0.0
30,0.0,-832.8420048106289,-0.0,0.0
31,-1816.2398287048081,-862.999920034482,-0.0,0.0
32,-453.16952086503875,-862.999920034482,-0.0,0.0
33,-3606.058546313786,-867.9626149447363,-0.0,0.0
34,0.0,-862.999920034482,-0.0,0.0
35,0.0,-862.999920034482,-0.0,0.0
36,-2579.278165417495,-368.43667821545296,-0.0,0.0
37,-2579.278165417502,-368.43667821545296,-0.0,0.0
38,-395.61002461294987,-368.43667821545296,-0.0,0.0
39,0.0,-360.27107437572033,-0.0,0.0
40,62.81185661433561,-345.3876687954985,-0.0,0.0
41,88.94497926255279,-343.36074585655774,-0.0,0.0
42,0.0,-135.86703132730452,-0.0,0.0
43,26.174873370319524,-133.73216623758353,-0.0,0.0
44,26.174873370319343,-133.73216623758353,-0.0,0.0
45,23.894984902552864,-130.99110488781832,-0.0,0.0
46,23.785374880064158,-130.85932309215653,-0.0,0.0
47,3419.818242792081,-123.55861161249341,-0.0,0.0
