t,A,B,C,D
TOTAL,-2813.6990659451253,-117517.45459686287,0.0,0.0
0,0.0,-0.0,-0.0,0.0
1,0.0,-0.0,-0.0,0.0
2,0.0,-0.0,-0.0,0.0
3,5547.36842105263,-0.0,-0.0,0.0
4,0.0,-0.0,-0.0,0.0
5,0.0,-0.0,-0.0,0.0
6,0.0,-0.0,-0.0,0.0
7,0.0,-0.0,-0.0,0.0
8,0.0,-0.0,-0.0,0.0
9,0.0,-0.0,-0.0,0.0
10,0.0,-0.0,-0.0,0.0
11,-346.4296149834207,-0.0,-0.0,0.0
12,0.0,-588.6231028329053,-0.0,0.0
13,0.0,-603.3493295346073,-0.0,0.0
14,-2526.203757445121,-605.844268769193,-0.0,0.0
15,0.0,-601.2195033587412,-0.0,0.0
16,0.0,-597.6292249479957,-0.0,0.0
17,0.0,-603.714442593327,-0.0,0.0
18,-4681.2675,-0.0,-0.0,0.0
19,0.0,-0.0,-0.0,0.0
20,0.0,-0.0,-0.0,0.0
21,0.0,-0.0,-0.0,0.0
22,0.0,-0.0,-0.0,0.0
23,0.0,-0.0,-0.0,0.0
24,0.0,-14365.995,-0.0,0.0
25,1754.1605263155525,-14365.995,-0.0,0.0
26,0.0,-14449.386,-0.0,0.0
27,587.314736842106,-14432.058,-0.0,0.0
28,341.3992105259781,-14489.457,-0.0,0.0
29,2971.578947368384,-14588.5515,-0.0,0.0
30,489.1286842105691,-0.0,-0.0,0.0
31,0.0,-0.0,-0.0,0.0
32,0.0,-0.0,-0.0,0.0
33,0.0,-0.0,-0.0,0.0
34,-4700.22,-0.0,-0.0,0.0
35,-4849.1325,-0.0,-0.0,0.0
36,-2654.046916188677,-3799.8888445562125,-0.0,0.0
37,-169.03306087688037,-3782.6379061607954,-0.0,0.0
38,0.0,-3759.2259183384435,-0.0,0.0
39,0.0,-3740.989212034717,-0.0,0.0
40,0.0,-3759.2259183384435,-0.0,0.0
41,0.0,-3740.989212034717,-0.0,0.0
42,0.0,-802.3795351113044,-0.0,0.0
43,264.56475039784596,-778.1533707858863,-0.0,0.0
44,0.0,-780.5086923175242,-0.0,0.0
45,126.77838356511742,-771.5360388636656,-0.0,0.0
46,119.68849603682544,-763.0120180824999,-0.0,0.0
47,4910.652127233964,-747.0855582019009,-0.0,0.0
