--- y2[i][j][t] nonzero ---
y2[1][1][43] = 0.06213749
y2[1][1][45] = 0.06213749
y2[1][1][46] = 0.06213749
y2[1][1][47] = 0.06213749
y2[2][1][38] = 0.10000000
y2[2][1][39] = 0.10000000
y2[2][1][40] = 0.10000000
y2[2][1][41] = 0.10000000
y2[2][1][42] = 0.06213749
y2[2][1][44] = 0.06213749
y2[2][2][38] = 0.03653295
y2[2][2][39] = 0.03653295
y2[2][2][40] = 0.03653295
y2[2][2][41] = 0.03653295
y2[3][1][37] = 0.10000000
y2[3][2][37] = 0.04736547
y2[4][1][36] = 0.10000000
y2[4][2][36] = 0.10000000
y2[4][3][36] = 0.10000000
y2[5][1][24] = 0.10000000
y2[5][1][25] = 0.10000000
y2[5][2][24] = 0.10000000
y2[5][2][25] = 0.10000000
y2[5][3][24] = 0.10000000
y2[5][3][25] = 0.10000000
y2[7][1][26] = 0.10000000
y2[7][1][27] = 0.10000000
y2[7][1][28] = 0.10000000
y2[7][1][29] = 0.10000000
y2[7][1][35] = 0.10000000
y2[7][2][26] = 0.10000000
y2[7][2][27] = 0.10000000
y2[7][2][28] = 0.10000000
y2[7][2][29] = 0.10000000
y2[7][2][35] = 0.10000000
y2[7][3][26] = 0.10000000
y2[7][3][27] = 0.10000000
y2[7][3][28] = 0.10000000
y2[7][3][29] = 0.10000000
y2[7][3][35] = 0.10000000
y2[8][1][15] = 0.03371312
y2[8][1][16] = 0.03371312
y2[8][1][17] = 0.03371312
y2[8][1][18] = 0.10000000
y2[8][2][18] = 0.10000000
y2[8][3][18] = 0.10000000
y2[10][1][11] = 0.02890478
y2[10][1][12] = 0.03371312
y2[10][1][13] = 0.03852145
y2[10][1][14] = 0.10000000
y2[10][1][34] = 0.10000000
y2[10][2][14] = 0.10000000
y2[10][2][34] = 0.10000000
y2[10][3][34] = 0.10000000
