t,A,B,C,D
TOTAL,-4625.043136033879,-105618.4002462936,0.0,0.0
0,0.0,-0.0,-0.0,0.0
1,0.0,-0.0,-0.0,0.0
2,0.0,-0.0,-0.0,0.0
3,0.0,-0.0,-0.0,0.0
4,4105.263157894736,-0.0,-0.0,0.0
5,0.0,-0.0,-0.0,0.0
6,0.0,-0.0,-0.0,0.0
7,0.0,-0.0,-0.0,0.0
8,0.0,-0.0,-0.0,0.0
9,0.0,-0.0,-0.0,0.0
10,-2539.635,-0.0,-0.0,0.0
11,-1693.0900000000001,-0.0,-0.0,0.0
12,0.0,-9860.173499999999,-0.0,0.0
13,0.0,-9821.726999999999,-0.0,0.0
14,0.0,-9747.5415,-0.0,0.0
15,0.0,-9719.925,-0.0,0.0
16,0.0,-9719.925,-0.0,0.0
17,0.0,-9319.215,-0.0,0.0
18,0.2421481802644162,-4608.083140003179,-0.0,0.0
19,0.0,-4608.083140003179,-0.0,0.0
20,0.0,-4608.083140003179,-0.0,0.0
21,0.2325581653512958,-4608.083140003179,-0.0,0.0
22,0.0,-4608.083140003179,-0.0,0.0
23,0.0,-4608.083140003179,-0.0,0.0
24,0.0,-0.0,-0.0,0.0
25,0.0,-0.0,-0.0,0.0
26,0.0,-0.0,-0.0,0.0
27,0.46511633070259206,-0.0,-0.0,0.0
28,0.0,-0.0,-0.0,0.0
29,0.0,-0.0,-0.0,0.0
30,0.10583950887286793,-2410.215494746855,-0.0,0.0
31,7.784809694366855,-2410.215494746855,-0.0,0.0
32,31.751852661860106,-2448.262822392138,-0.0,0.0
33,90.81029861292095,-2519.2675341850077,-0.0,0.0
34,91.65701468390284,-2520.285522884547,-0.0,0.0
35,0.0,-2529.4474211804013,-0.0,0.0
36,-2288.837228248518,-598.3476515753019,-0.0,0.0
37,-2555.7621362199507,-599.7954536745453,-0.0,0.0
38,-2500.14952587647,-598.4634757432415,-0.0,0.0
39,0.0,-597.0156736439981,-0.0,0.0
40,0.0,-596.4944648882705,-0.0,0.0
41,0.0,-596.4944648882705,-0.0,0.0
42,0.0,-228.66777183233705,-0.0,0.0
43,0.0,-227.66623018530746,-0.0,0.0
44,0.0,-227.66623018530746,-0.0,0.0
45,0.0,-226.90189577046908,-0.0,0.0
46,0.0,-226.90189577046908,-0.0,0.0
47,2624.117958578082,-219.28490798121766,-0.0,0.0
